Westwood explained more about the charters back stories tHan Sea son 1,charters back stories/sea son/westwood explained/charters back/back stories
I love the dynamics between Caleb and Delores. They are an interesting new duo and I cannot wait to see how their storyline evolves. Maeve is great played by Thandie Newton.,delores/caleb and delores/caleb/thandie newton/dynamics between caleb
The idea that artificial intelligence reaches a pinnacle of human beings and exceeds them.,artificial intelligence reaches/artificial intelligence/intelligence reaches/human beings/idea
I think it has really good acting and suspense. I really like the complex storylines and like the characters. I like the futuristic aspect and technology parts of the show.,really good acting/good acting/really good/suspense/like
"The storylines are absolutely intriguing, the characters are multi-leveled and extremely interesting and love the unexpected plot twists! Although I was sad that the killed the little boy and husband in the last episode - very dark and sad! Curious if we are going to see Sir Snthony Hopkins make an appearance!",unexpected plot twists/absolutely intriguing/leveled and extremely/plot twists/extremely interesting
The uncertainty of what may or may not happen. The parts that keep you on the edge of your seat wondering what will happen next.,may/happen next/happen/may or may/uncertainty
Because of the sci-fi futuristic environment set in the wild west era,wild west era/futuristic environment set/west era/environment set/wild west
great wring,great wring/great/wring
I like the technology aspect and that computer generated characters share such humanistic characteristics,computer generated characters/generated characters share/humanistic characteristics/technology aspect/computer generated
I think the characters more than anything. I am a big Ed Harris fan and like Anthony Hopkins also.,anthony hopkins also/like anthony hopkins/anthony hopkins/hopkins also/anything
Just the overall writing and concepts of the show is unlike anything else ive seen on tv. The real life fears with the world about AI and how they are depicted within the script are amazing. I also enjoy the cast of very talented and not necessarily the most heralded. There aren't many scenes or episodes as to me truly knowing what to expect next.,unlike anything else/overall writing/unlike anything/anything else/real life fears
"Season 1 was incredible. The complex, yet thought provoking storyline, combined with a very cool concept and a thrilling twist at the end. I was hooked. Season 2 had some emmy-award-level episodes (Aketchta episode) but the overall storyline, especially the ending, was all over the place. I've only heard that season 3 is similar.",thought provoking storyline/yet thought provoking/incredible/aketchta episode/season
It's thought-provoking and is high-quality like most HBO programming,hbo programming/thought/quality like/hbo/provoking
"Good story line, good action",good story line/good action/story line/good story/good
Its a well written thrill with several plot twists and unexpected events that keep me on engaged,well written thrill/several plot twists/well written/written thrill/several plot
You can fantasize about something that is not real,real/fantasize/something/fantasize about something
"the acting, the story, the worlds they create. The whole concept is interesting.",acting/story/create/worlds they create/whole concept
"The acting is second to none. The constantly building, interweaving narrative web is incredibly intricate, but always comes together in the end. Love the depiction of the near-future, and the cost and consequences of technology.",interweaving narrative web/always comes together/constantly building/incredibly intricate/none
"Actually it's the writing/dialogue between the characters. It's very profound, although sometimes it is confusing. I usually have to watch each episode twice so that I will understand the plots.",actually/writing/dialogue/characters/although sometimes
I love that this show has a futuristic overtone to the western world. Its great.,western world/futuristic overtone/world/love/show
It is an interesting show I enjoy it a ton,interesting show/ton/interesting/show/enjoy
Westworld's world-building is some of the finest I've seen from modern TV.,westworld/world/building/seen/seen from modern
"The future has arrived at Westworld. Or rather, after two seasons spent in the amusement parks where the hosts acquire self-awareness, we finally take a look at what is hidden behind the curtain in a third that represents an evolution of everything we have seen so far. There are no longer narrative puzzles resulting from Bernard's mental confusion or the slow and traumatic awakening of Dolores; the fight for control of the world is now a reality and will take place on the streets digitized",hosts acquire self/two seasons spent/westworld/arrived at westworld/acquire self
What draws me into the show and makes me enjoy watching is that they have come up with such an original idea/storyline. I like that they live out their fantasies and the consequences that result from all this. I really feel they have complex characters and some of the best actors out there. It's something that is fun to watch. I'm a big sci fi fan so this is the type of show I really enjoy.,original idea/storyline/enjoy watching/idea/draws
I love the sci-fi genre and this is action packed and thrilling,action packed/sci/thrilling/love the sci/packed and thrilling
exciting do not know what will happen next unpredictable,happen next unpredictable/next unpredictable/happen next/exciting/unpredictable
The pure insanity and chaos. Of course the beautiful women help,pure insanity/beautiful women help/chaos/insanity and chaos/women help
The cast.,cast
The discussin of privacy and free will,discussin/privacy/free/discussin of privacy/privacy and free
Znznznz znznzznz znz z snz snz zbz zjs sns sns sns sns sbs sns sns sns snsnsms sdkd d dnd djsbs sns dnd,snz zbz zjs/snz snz zbz/znznznz znznzznz znz/sns sns sns/sns sns
good,good
The aspect of using high technology in a system that we only imagine now.,using high technology/using high/high technology/aspect/using
good,good
I really enjoy watching Westworld because it is a complex and thrilling show,enjoy watching westworld/really enjoy watching/watching westworld/thrilling show/really enjoy
Thinking kinda show you have to almost watch each episode twice.,thinking kinda show/thinking kinda/episode twice/kinda show/almost watch
Interesting story,interesting story/interesting/story
The settling,settling
To be honest I like it but I only see it if there is nothing better to see.,honest/see/like/nothing/better
"is interesante, and unique",interesante/unique
"I like the plot twists and the characters the most, also a lot of people talk about it.",plot twists/people talk/also/like/plot
I like the tone the show gives off.,like the tone/show gives/like/tone/show
The unexpected direction the show takes,show takes/unexpected direction/takes/unexpected/direction
Not quite sure,quite sure/sure/quite
the ebst,ebst
Its very good sci fi,good sci/good/sci
It has a lot of western and sci fi espisodes,espisodes/sci fi espisodes/lot/western/sci
This show is so unique and innovative has such a great cast i really love evan rachel wood and watch everything she is on and also the show is more thrilling than others and keeps me on the edge of my seat every single time,great cast/every single time/really love evan/love evan rachel/evan rachel wood
i love the setting of it and the robots,robots/love/setting/love the setting
It is a unique twist on sy-fi and fantasy while being a thriller all in one,unique twist/one/unique/twist/fantasy
I loke this pptiom best it is good,pptiom best/good/loke/pptiom/best
The characters and the settings where it takes place,takes place/place/characters/settings/takes
the mystery of the show,show/mystery
good story,good story/good/story
I think the concept of people living out their fantasies through AI is fascinating and the show explores a lot of deep questions about human behavior and impulses.,people living/show explores/deep questions/human behavior/impulses
"The suspense, the future setting and my love of the original classic Westworld and Futureworld draws me into this show and makes me want to watch. All of these things make it a good show.",original classic westworld/classic westworld/futureworld draws/future setting/original classic
i like the characters and story,story/characters and story/like/characters/like the characters
"THE CONCEPT OF SOMETHING LIKE THIS EXISTING IN THE WORLD TODAY, ALTHOUGH SEEMS TOO FAR-FETCHED, WOULD BE UNBELIEVABLE",world today/although seems/something like/fetched/today
I think the characters are interesting and the story is evolving and becoming more interesting,interesting/think/characters/story/evolving
new concept,new concept/new/concept
great plot twists,great plot twists/great plot/plot twists/great/twists
the acting,acting
complex story lines,complex story lines/complex story/story lines/complex/lines
I really love sci fi genres,really love sci/really love/love sci/genres/sci fi genres
"The Sci Fi elements as well as the acting, which are very good.",elements as well/sci/acting/good/sci fi elements
the scifi aspect and how it makes me question reality like the matrix,question reality like/scifi aspect/question reality/reality like/matrix
I like the interplay between humans and robots,robots/humans and robots/like/interplay/humans
Its so unique. There are other shows depicting the future of technology but I think this one is the best. Especially with the timing of it coming out where video games that are very similar to the plot of the show are so popular. I think everyone can find something that they like in it. I love that it makes you think and you don't know where the season is going until it is over. even then you're still left questioning things which make you look forward to the new season and make it a topic of conversation with friends,unique/think/shows depicting/season/make
I don't care for the show. I tried to like it but can't seem to stick with it.,care/show/seem/tried/like
khujg rdfg ghjh ghffuy eyjhh jh,khujg rdfg ghjh/rdfg ghjh ghffuy/ghjh ghffuy eyjhh/khujg rdfg/rdfg ghjh
It is unlike any other tv show produced right now,show produced right/show produced/produced right/unlike/show
"I am big into the sci-fi genre, and this season's focus on data collection and AI is very timely and interesting. Additionally, the character arcs are amazing and the build up throughout the season where you have to piece together the information you are getting is thrilling and exiting.",data collection/sci/genre/focus/interesting
it seems interesting and differnt than what is on now,seems interesting/seems/interesting/differnt/interesting and differnt
the setting and the storyline,storyline/setting
I like the drama and the suspense,like the drama/suspense/like/drama
i just love the whole concept and writing of the show. this couldve been a show that had a great story line but was shot poorly. the writing and director really brings the story and concept to life.absolutely amazing show.,whole concept/show/great story line/love/whole
"The writing, the sci-fi setting and the characters and how they deal with the situations that arise (especially Dolores, Maeve and the Man in Black).",especially dolores/dolores/maeve/black/man in black
Love the storyline,love/storyline/love the storyline
i have nothing specific to say here,nothing specific/nothing/specific/say/specific to say
The diversity of the cast is remarkable. I'm a big fan of a lot of the actors on the show including Jeffery Wright and Thandie Newton. Its a pleasure to watch.,including jeffery wright/show including jeffery/thandie newton/jeffery wright/including jeffery
It's unique and interesting,unique/interesting/unique and interesting
the entertainment,entertainment
I like westworld,like westworld/westworld/like
"The entire premise of the show reminds me of a futuristic Fantasy Island, a show that was near and dear to me growing up and the modern-day adaptation did not live up to. Westworld takes this a bit farther with the wild west theme setting it apart from most other shows on TV. The show consistently rotates in fresh faces so you never really know what will happen next. I also like that while the show is about Westworld, plenty of action happens elsewhere in this universe so the scenery never becomes stale",futuristic fantasy island/fantasy island/futuristic fantasy/day adaptation/entire premise
Trying to unravel everything and constantly being on the edge of my seat.,unravel everything/trying/seat/trying to unravel/unravel
"Curious to know what plot twist can come next; what is Delores' ultimately plan, it is suspenseful",ultimately plan/come next/plot twist/delores/curious
I aint explaining crap to yall robots.,explaining crap/robots/explaining/crap
The sy/fi aspect and plot twists at every turn. I enjoy shows that make you think and leave you on cliff hangers.,every turn/plot twists/turn/cliff hangers/aspect
"I personally have not sat down to watch more than the pilot episode. I binge watch series quite often so I intend on trying to get into Westworld. Actually, it will probably be the next show I try to get into but right now my wife and I are binge watching True Blood.",pilot episode/watch series quite/binge watch series/watching true blood/true blood
interesting show,interesting show/interesting/show
Westworld is an exclusive theme park where those who can afford a ticket can live without limits.,live without limits/exclusive theme park/without limits/exclusive theme/theme park
It is a unique storyline,unique storyline/storyline/unique
"I like all the actors. I keep watching hoping it will get better and less confusing. It just keeps getting whackier and confusing. I thought last year was mixed up, but this year is really nutty, hard to follow and kind of beginning to wish they would all just be gone.",actors/confusing/less confusing/keep watching hoping/like
I started to watch because I heard good things and the fact it had Anthony Hopkins in it. The show is sort of confusing. I would like to know what the pearls are.,heard good things/anthony hopkins/heard good/good things/anthony
because it is the best and i like the most,best/like
Is not a rerun on other channels,channels/rerun
Thefirst one is the one I was looking for a text from you soon and have a great day and I will be there at the,great day/thefirst one/thefirst/day/one
the modern trust on an old western,old western/modern trust/western/modern/trust
"it has an excellent plot, and with a high level cast",high level cast/excellent plot/level cast/high level/plot
The entertainment,entertainment
"How unique it is, both story line and characters. I also enjoy all of the drama in contains.",story line/characters/line and characters/unique/story
it keeps you entertained and attached to it. explore different topics when comparing it with other shows,explore different topics/explore different/keeps/entertained/attached
Meh,meh
Nice,nice
Good writing,good writing/good/writing
I like the cast and plot,plot/cast and plot/like/cast/like the cast
Unique storyline and I saw the original Westworld of 1973 and I thought is was a great movie.,original westworld/unique storyline/westworld/westworld of 1973/unique
the acting is awesome and the storyline is so different and interesting,interesting/different and interesting/acting/awesome/storyline
"its violence, Nice",nice/violence
I haven't watched season 3 yet.,watched season/watched/yet/season
The characters and the sci-fi,sci/characters
I like the cast and like that it is a new and different show.,different show/show/like/cast/new
"The more you watch it, the more you fit the pieces to the puzzle in the show. It makes you think and it unlike any show out there, the storyline doesn't compare to anything else.",fit the pieces/anything else/show/watch/fit
The way that AI is depicted and portrayed on the show,show/way/depicted/portrayed/depicted and portrayed
the story and characters,characters/story and characters/story
The futuristic nature of the characters,futuristic nature/characters/futuristic/nature
No,
It makes me think,think/makes me think/makes
"I have only seen a few episodes, but I am looking forward to watching the show again",looking forward/episodes/seen/looking/forward
I like it because it is a futuristic concept and unlike any other tv show on tv.,futuristic concept/like/futuristic/concept/unlike
The story and the fact it’s hbo,hbo/story/fact
I’m just interested in futuristic stories. I need to watch all of the episodes to get a better understanding.,futuristic stories/stories/better understanding/interested/futuristic
"The great writing, twists and turns, great cast, and unique nature of the show.",great writing/great cast/unique nature/writing/twists
it is great totally,great totally/totally/great
I honestly believe that this season is one of the best i think that its perfect.,honestly believe/perfect/honestly/believe/season
I like the concept and the complex storyline.,complex storyline/like the concept/storyline/like/concept
Is amazing an impact in and the cast is really good,really good/good/amazing/impact/cast
How exciting it is,exciting
The intricate storytelling that involves interesting and compelling plot twists. Complex characters that are played by a talented and multicultural cast. Amazing special effects.,compelling plot twists/plot twists/intricate storytelling/involves interesting/compelling plot
I like that it is a show that is like a horror and mystery genre type of show. It is interesting and fun to watch.,mystery genre type/mystery genre/genre type/like/show
It different then other shows that i watch it gives me something new,something new/new/different/shows/watch
who is real,real
The storyline and plot does.,storyline/plot/storyline and plot
Get some more action to go,get/action
LIKED THE ORIGINAL MOVIE,original movie/liked/movie/liked the original/original
insurance companies to do this employer asks for me know what they will have been in my head,insurance companies/employer asks/insurance/head/companies
"The actors, I want to know more about cast",actors/cast/want/know/want to know
It is well written and hard to know where it will go next story wise. It has great acting and special effects. I like Aaron Paul as a new addition this season. I also love the new direction the show took this season outside of the park with new characters,next story wise/story wise/well written/next story/like aaron paul
good,good
i don't know,know
The script and the deep deeper and deepest part of the shows reality,shows reality/deep deeper/deepest part/reality/script
"I like the storyline, and what draws me into this show is what will happen next. Meaning, will the story give us hints on the future of the A.I's and if they will feel what humans feel, etc. It is a good show because I love drama stories.",happen next/storyline/next/like the storyline/like
there is no other show that can command your total attention as Westword. evan rachel wood is fantastic. thandie newton is also fantastic . this great groups of actors makes Westworld.,total attention/westword/attention as westword/evan rachel wood/fantastic
There are unexpected twists,unexpected twists/twists/unexpected
its different and pretty cool,pretty cool/cool/different/pretty/different and pretty
I want to see where Dolores' struggle takes her and how does Aaron Paul's character help. I also want to see what happens to Mauve.,aaron paul/character help/struggle takes/dolores/paul
"The complexity of the story keep unraveling like peeling back layers to an onion and I want to know what is controlling this universe. Although I'm mostly confused to what the ""big picture"" is, I want to know more.",story keep unraveling/keep unraveling like/unraveling like peeling/like peeling back/peeling back layers
THe plot and the characters and the actors.,actors/plot/characters
"The setting and people talking about it, saying how good it is, makes me want to watch it. The characters and plot make Westworld a good show.",people talking/plot make westworld/make westworld/good show/saying
Its different.,different
the concept of artificial intelligence and about being sentient,artificial intelligence/sentient/concept/artificial/intelligence
I just love this type of show,show/type of show/love/type/love this type
I really enjoyed the park setting I know you probably can’t go back to it but the show was so much more enjoyable at least for me. It’s still fine need to sit down and watch the third season,park setting/really enjoyed/setting/really/enjoyed
its very great,great
"The intriguing concept as I loved the movie the series is based on, but season 2 was a mess and season 3 so far have been a hit and miss trying to recover from that.",intriguing concept/loved the movie/miss trying/season/intriguing
I love the cast and the overarching theme of man against technology and artificial intelligence.,artificial intelligence/love the cast/overarching theme/intelligence/love
The blurrying of what is a real person and what is not. The idea of them demanding a life and purpose.,real person/blurrying/real/person/purpose
My husband watched it so I wanted to try it,husband watched/husband/watched/wanted/try
que es muy buena serie,muy buena serie/buena serie/muy buena/que/serie
I just like the show and especially Thandie Newton who looks and acts like a modern Vivienne Leigh.,modern vivienne leigh/especially thandie newton/vivienne leigh/thandie newton/especially thandie
"It allows its visitors to live out their fantasies through artificial consciousness - I think that is really cool! No matter how illicit the fantasy may be, there are no consequences for the park's guests, allowing for any wish to be indulged - that is what really draws me in.",artificial consciousness/really cool/consciousness/cool/guests
Unique,unique
Can't be killed,killed
this quality is very well,well/quality
It can be very addicting,addicting
Na,
the moral implications of ai,moral implications/moral/implications
The characters and the good acting and detail,good acting/detail/acting and detail/characters/good
The plot and the twists and turns,turns/twists and turns/plot/twists
Great desires and other things,great desires/great/things/desires
Watching each character and discovering their motives,watching/motives/watching each character/discovering their motives/character
n/a,
Aaron Paul and ed Harris are reasons that drew me in in the first place and keep me hanging in. I like most sci fi shows.,aaron paul/first place/paul/harris/aaron
It's a different look than I've ever seen of the future,ever seen/different look/ever/future/different
I love the originality of the show.,love the originality/show/love/originality
"Love the story telling, the actors and writing, and action effects. Opening is also a cool intro to watch with a catchy theme.",story telling/action effects/love/telling/writing
It is very different from any series I've seen before,seen/different/series
"Many of my friends told me to watch, I did and since I've hooked. Something about its writing and tone really draws me in",friends told/many/watch/hooked/friends
modern technology,modern technology/modern/technology
Everything,everything
The action,action
I enjoy programming with great plots,great plots/enjoy programming/plots/enjoy/programming
The two to into idk only watch policy redo only ex only first knoll neck easy going think no idea Ohio wack point rack once no tall info to ideal Ohio the think I'll,watch policy redo/watch policy/policy redo/idea ohio wack/ohio wack point
the story and the characters,characters/story
The uniqueness and the plot of the story,story/uniqueness/plot
its a great fun time to watch it,great fun time/great fun/fun time/great/fun
"the plot is complex and makes me think. The story answers many questions, but presents more as each episode progresses, Lost did this in their series run and it was something i enjoyed. Each episode is very cinematic in cinematography and rich story telling. It is hard to predict what is going to happen, so i like to be surprised. It raises alot of questions about where humanity is going and its connection to technology. Plus i like the acting. The Man in Black (William) has been my favorite character (both young and old William) and i like that aaron paul (caleb) has been added to the cast.",think/story answers many/william/like/plot
The acting and story,story/acting and story/acting
i like the idea of the show and it helps me escape the fear during this time of our life.,like the idea/life/like/idea/show
i just like the story lines of it great show love syfi,show love syfi/great show love/love syfi/story lines/great show
good and exciting,good/exciting/good and exciting
The story is interesting and you can never tell what is going to happen.,never tell/happen/going to happen/story/interesting
I like the artificial intelligence aspect. It is overall an interesting show.,artificial intelligence aspect/intelligence aspect/artificial intelligence/aspect/like
the cast,cast
HBO production,hbo production/hbo/production
Idk,idk
rcwqcwercqwercwercwrcwrcwercwercwe,rcwqcwercqwercwercwrcwrcwercwercwe
We started the series & really enjoyed the 1st season. Usually when we start a series we watch all the way through to the end of it. But this current season is very confusing & hard to keep track of.,really enjoyed/1st season/really/series/started
I like this show very mutch,mutch/show very mutch/like/show/like this show
intrigue,intrigue
I watch it with my friends and we appreciate the complexity but sometimes is too hard to follow,follow/hard to follow/watch/friends/appreciate
Originally I started watching the show because I thought it was going to be like the movie that's starred Yul brynner.,starred yul brynner/starred yul/yul brynner/started watching/yul
"I like science fiction, the technological advances shown in the series and the phenomenal performance of ed harris",like science fiction/technological advances shown/science fiction/like science/technological advances
It's different from any other show and the acting and directing is high quality.,high quality/different/quality/show/acting
the drama and mystery.,mystery/drama and mystery/drama
"It has alot of different cultural characters. It has action, violence, and suprising stories that I wouldn't have thought about.",different cultural characters/cultural characters/different cultural/characters/violence
I like the scifi element and the future/data exploration. The show makes some interesting commentary on human nature. It can be hard to follow at times high can be both frustrating and exciting.,data exploration/scifi element/future/data/exploration
I like the idea of a Western combined with futuristic ideas and a theme park.,western combined/theme park/futuristic ideas/western/park
Draws you into the characters quickly and each episode leaves you wanting more,characters quickly/episode leaves/draws/characters/quickly
The plans for AI,plans
Plot always changes,plot always changes/plot always/always changes/plot/changes
I was interested in seeing how Aaron Paul's involvement would be and what happened with the rest of the cast.,aaron paul/involvement would/paul/aaron/involvement
The gray areas between reality and fantasy,gray areas/fantasy/reality and fantasy/gray/areas
I like that there are so many different type of characters.,many different type/many different/different type/characters/type of characters
I mostly just watch it because one of my family members loves to watch it.,family members loves/family members/members loves/watch/mostly
i like its futuristic look mixed with the past,futuristic look mixed/futuristic look/look mixed/past/like
the fantasies in the show,show/fantasies
N/A,
"I can't wait to see what else is going to happn, espically what Delores is going to do next.",going/delores/espically what delores/wait/happn
I liked it because it was a modern western which is different that most shows on television these days.,modern western/days/television these days/liked/modern
Na,
no commercials,commercials
Characters and plot,characters/plot/characters and plot
Nothing. I watched one episode,nothing/one episode/episode/watched one episode/watched
The show has action and love it.,show/action/love/show has action/action and love
my friends recommended it,friends recommended/friends/recommended
Okay hbu I wanna do,okay hbu/okay/hbu/wanna
the parts delores plays are very engaging and emotional entertaining,parts delores plays/emotional entertaining/parts delores/delores plays/entertaining
"I love the futuristic feel of this season, also the show is very intuitive and thought provoking",thought provoking/futuristic feel/season/also/provoking
How it deals with artificial intelligence and the androids developing a will of their own. The blurring of the lines between reality and fiction. The scenery and overall atmosphere of the world that is created. The visuals and special effects how they are used to develop the plot.,artificial intelligence/androids developing/deals/artificial/intelligence
It was good show. I am very enjoy the show.,good show/show/good/enjoy/enjoy the show
I don’t know,know
"The storyline, the darkness truth to the lack of humanity. Creating such a world for sick indulgence for those who seek to kill rape etc",darkness truth/kill rape etc/storyline/humanity/rape etc
Its a driven scifi show that is a great story that doesn't rely too much on horror.,driven scifi show/driven scifi/scifi show/great story/rely
I watched all of season 1 and remember it well but only watched 1 episode of season 2 so far and don't remember what happened in it so my answer is just for season 1. The actors were great and had interesting characters to play. I liked most characters and how they were written. I liked the twists that kept happening through out the season. Special effects were good.,watched/remember/season/well/episode
"Westworld is really riveting story, with action, adventure, and twists that are sure to entertain and delight. The believable characters and their excellent dialog are packed with a brevity that tuned pitch perfect to HBO's amazing storytelling",really riveting story/riveting story/really riveting/adventure/tuned pitch perfect
"I only watched season one. I thought it was good overall, but very confusing. I then stopped having access to HBO. I now have HBO back again and am considering watching season two and three. Season one left me with mixed feelings, so I'm not sure that I'll get around to season two and three anytime soon.",watched season one/watched season/season/season one/season two
It's just a show with so many layers. It's very intriguing,many layers/layers/show/many/intriguing
It's different,different
The twists and turns.,turns/twists and turns/twists
I like how unique of an idea the show is. There’s nothing else like it,nothing else like/like/unique/idea/show
all good,good
The longer I watch the better I understand the actors part,better/actors part/watch the better/longer/watch
action,action
put alot of female actresses in the show and make some actions scenes,put alot/actions scenes/female actresses/put/scenes
the way the story is written.,written/story is written/way/story/way the story
"The idea of technology and the advanced world that they are living in , and how they adapt to the new world in the amusement park. this series is thought provoking and overall interesting. It makes you think that this could happen to us in the future and how would we survive in the this new world.",amusement park/new world/advanced world/world/park
"I like the sci-fi inclusion in it, it makes the show fascinating and thought provoking",sci/like the sci/thought provoking/like/inclusion
all good,good
I like that they paint a grey picture between right and wrong when dealing with the decision making of artificial intelligence,artificial intelligence/grey picture/decision making/intelligence/like
The thrill and great actors,great actors/actors/thrill/great/thrill and great
This show is different from other specially this is twist in episode and sometimes you think the nature of our reality.,show/different/specially/twist/episode
not sure,sure
Looks and suspense,looks/suspense/looks and suspense
The entire atmoshphere of the show gives it an eerie feeling that I enjoy.,entire atmoshphere/show gives/eerie feeling/enjoy/entire
"What, if anything, about Westworld draws you into this show and makes you want to watch? What makes it a good show? (Please be as detailed and complete as possible in your reply.)",westworld draws/westworld/anything/watch/show
"Even though this season is less interesting and the dialogue is cheesy, I keep watching because I want to know what happens. I also like Aaron Paul and Ed Harris. It’s not a good show at the moment but it is entertaining. Still fun to guess which pearl is left.",even though/like aaron paul/less interesting/keep watching/also like aaron
"It has great stories and great characters. The only critique is that it is too complex with too much going on - focus on quality over quantity. Also, stop playing with the timeline.",great characters/great stories/great/characters/stories and great
stuff for sure and then some and things and me and stuff,stuff/sure/things/stuff for sure
There is nothing that draws me sometimes I watch and sometimes I don't,watch/sometimes/nothing/draws/nothing that draws
the sets and scenery are top notch as are the fighting sequences,fighting sequences/top notch/sequences/sets/scenery
The great stories and the plots. I like tessa thompson and Aaron paul. They make the show great,great stories/aaron paul/plots/like tessa thompson/stories
A new spin on tv show plots,show plots/new spin/plots/new/spin
i like the actors and the season one. it is very interesting but very confusing,season one/like the actors/one/like/actors
I honestly like the concept of the whole show. It has really been entertaining throughout this time of quarantine for me.,whole show/honestly like/like the concept/show/honestly
Really nothing now. Should have been a one season show. 1st season is good.,really nothing/really/nothing/season/one season show
I love the story line.,story line/line/love/story/love the story
character,character
I love the characters and how the show keeps you guessing.,show keeps/guessing/keeps you guessing/love/characters
I love the characters and the story.,love the characters/story/love/characters
All the actors are very talented and interesting,interesting/talented and interesting/actors/talented
.,
yes,yes
no,
It is very interesting has a great cast and awesome storyline,awesome storyline/great cast/storyline/interesting/great
Thandie Newton ‘nuff said.,thandie newton/nuff said/newton/thandie/nuff
It doesn't. I don't watch it.,watch
Decent show,decent show/decent/show
The plot and the complexity of the show is amazing.,amazing/show is amazing/plot/complexity/show
I just like the futuristic storyline and the complex story and twists.,futuristic storyline/complex story/twists/story and twists/like
?,
very good,good
Season one was original and unique. Reviews of seasons 2 and three say it's lost its way.,season one/season/unique/original and unique/one
I like that it's a way to go back and forth between words and also live how they main characters live without exists and other worldly beings and put of this world beings,main characters live/characters live without/live without exists/main characters/without exists
The writing is superb. Love watching the characters develop over time. The actors themselves are convincing in their roles.,superb/love watching/writing is superb/writing/characters develop
Everything!,everything
"You feel like you're untangling a gigantic, complex knot that reveals new twists and turns with each layer that comes unraveled. It's engaging and riveting",reveals new twists/complex knot/comes unraveled/feel like/reveals new
I just like it,like
THERES REALLY NOTHING I WATCHED PARTS OF 3 EPISODES AND NEVER REALLY GOT INTO IT,theres really/theres/nothing/really/watched
"Westworld literally plays you. It plays you as assuredly as the skeletal fingers that dance across the piano keys in the title sequence. Each episode draws you in and seduces you with the promise of revelations, before flipping those expectations on their head and delivering something more interesting and finely crafted than you’d thought possible. Not only that, though, Westworld’s episodes subtly seed persistent narrative elements that coalesce when the show is ready to reveal its secrets to the viewer.",westworld literally plays/westworld literally/literally plays/westworld/plays
i love the cast and the plots. the writers are great and keep me coming back for every single episode. i love it,every single episode/plots/love the cast/love/single episode
I watched the first two seasons,first two seasons/two seasons/first two/seasons/watched
i like very much,much/like very much/like
its very interesting,interesting
i just thnik it is a really interesting and unique show,unique show/really interesting/show/thnik/really
offers good service,offers good service/offers good/good service/offers/service
the actors and the diologe,diologe/actors
"I like the concept of it, it's very interesting and thought-provoking.",provoking/thought/interesting and thought/like/concept
I love the action and drama and thandie Newton's character,thandie newton/action and drama/character/newton/love
The interesting sci fi western combination with good writing,good writing/interesting sci/western combination/writing/interesting
Exciting story line,exciting story line/exciting story/story line/exciting/line
None,none
It is very furhurres,furhurres
"I really love the cast as well as the overall storyline. It is so different than anything out right now, and it is so captivating.",overall storyline/really love/cast as well/storyline/really
I just enjoy it,enjoy
great,great
i really liked the movie and spreading beyond that and focuses on things that are relevant to today is exciting,really liked/spreading beyond/exciting/today is exciting/really
very god eay teu more eys fn eys moge oddo,eys moge oddo/god eay teu/moge oddo/god eay/eay teu
The action and the characters,characters/action
it makes you be on the edge of your seat and keeps you guessing about what will happen,happen/makes/edge/seat/keeps
The creative and beautiful story telling and environment,beautiful story telling/beautiful story/story telling/environment/telling and environment
The concept and the aesthetic of the setting appeals to me,setting appeals/concept/aesthetic/setting/appeals
New lines,new lines/new/lines
What makes it a good show is that it strings you along so easily that I can't not watch. It has a future that is very crazy to think about and that is what draws you in.,good show/watch/makes/good/show
Interesting concepts and constant world changing,constant world changing/interesting concepts/world changing/constant world/interesting
overall this is a really great show nand i would say that it is one of the best shows that is currently in the market,really great show/great show nand/really great/great show/show nand
"i think its a unique and original type of show, as well as that its futuristic",original type/show/futuristic/type of show/think
The overall story and the actors involved.,actors involved/overall story/involved/overall/story
each character feel like they could be the main character of the show,character feel like/feel like/character feel/main character/show
It's a good ahow,good ahow/ahow/good
It is more entertaining when talking about artificial intelligence between the ties of the characters,artificial intelligence/characters/entertaining/talking/artificial
sci fi mixed with western and different cultures mixed in,different cultures mixed/different cultures/cultures mixed/sci/mixed
It’s fantastic show that I ever watch it.,fantastic show/ever watch/fantastic/show/ever
the thrilling action,thrilling action/action/thrilling
vbfg,vbfg
Futuristic elements that seem real because of the great character development,great character development/futuristic elements/character development/seem real/great character
"It is a great series, it has a great special effect and the best written shows does it all at once. Westworld is very unique",best written shows/great special effect/great series/special effect/best written
"What makes it a good show is that it genuinely explores the cynical, violent relationship that humans have for others people, other things, and the desire to dehumanize all in the name of self-indulgence. I really enjoyed season 3 by how it goes beyond just the parks into almost replicant infiltration into our society.",violent relationship/others people/good show/genuinely explores/really enjoyed season
It’s just interesting eith nothing like it out their,interesting eith nothing/eith nothing like/interesting eith/eith nothing/nothing like
the story of the show is great .that s why i like it very much,great/show is great/story/show/much
Husband likes it,husband likes/husband/likes
great writing with complex characters,great writing/complex characters/great/characters/writing
I like the idea that westworld is a theme park and all the technology there is to give it that perfect touch of the old west. The theme of the hosts is very interesting,old west/perfect touch/theme park/west/theme
"His good controversial story, where he causes empathy with his characters ad that makes him want to see more",good controversial story/controversial story/good controversial/causes empathy/story
nothing more than whats being done now,nothing/done
the sci fi and action,action/sci
I don’t know,know
Westworld is good because there is a lot of material to work with and is not a generic plot line. The cast and the writing make the show.,generic plot line/plot line/generic plot/westworld/line
"The acting, characters, plot",characters/plot/acting
